1.0916	1
1.1045	1
1.1395	1
1.1505	1
1.1624	1
1.1661	1
1.1750	1
1.1764	1
1.1823	1
1.1834	1
1.1948	1
1.2019	1
1.2057	1
1.2077	1
1.2114	1
1.2135	0
1.2219	1
1.2232	1
1.2246	0
1.2296	0
1.2299	1
1.2302	1
1.2337	1
1.2376	1
1.2394	1
1.2500	1
1.2605	1
1.2717	1
1.2732	1
1.2764	0
1.2800	1
1.2897	1
1.3014	1
1.3024	1
1.3047	0
1.3076	0
1.3078	1
1.3085	1
1.3089	1
1.3096	1
1.3119	0
1.3170	0
1.3178	0
1.3242	1
1.3280	0
1.3486	1
1.3513	1
1.3524	1
1.3525	1
1.3570	1
1.3602	1
1.3617	1
1.3633	1
1.3640	1
1.3662	1
1.3664	1
1.3679	0
1.3691	0
1.3696	1
1.3707	1
1.3733	0
1.3735	1
1.3741	1
1.3747	0
1.3782	1
1.3795	1
1.3809	1
1.3813	1
1.3822	1
1.3825	1
1.3828	1
1.3832	1
1.3832	1
1.3832	1
1.3846	1
1.3846	1
1.3862	1
1.3863	1
1.3880	1
1.3906	1
1.3918	1
1.3932	1
1.3944	0
1.3965	1
1.3980	1
1.4002	1
1.4002	1
1.4006	0
1.4020	1
1.4052	1
1.4060	1
1.4070	0
1.4076	1
1.4089	1
1.4092	0
1.4116	1
1.4121	0
1.4129	1
1.4131	1
1.4131	1
1.4160	0
1.4164	1
1.4164	1
1.4170	1
1.4173	0
1.4184	1
1.4187	1
1.4193	1
1.4193	1
1.4193	0
1.4197	1
1.4198	1
1.4208	1
1.4208	1
1.4213	0
1.4232	1
1.4232	1
1.4250	1
1.4250	1
1.4251	1
1.4255	1
1.4255	1
1.4280	1
1.4289	1
1.4294	1
1.4297	1
1.4298	0
1.4300	1
1.4311	1
1.4316	1
1.4324	0
1.4327	0
1.4330	1
1.4330	1
1.4341	0
1.4347	1
1.4350	1
1.4386	0
1.4390	0
1.4393	1
1.4398	0
1.4400	0
1.4401	1
1.4411	1
1.4411	1
1.4427	0
1.4439	0
1.4447	0
1.4448	0
1.4449	0
1.4451	1
1.4455	0
1.4464	0
1.4470	1
1.4481	0
1.4493	1
1.4493	1
1.4493	0
1.4496	0
1.4499	1
1.4500	0
1.4501	0
1.4502	1
1.4508	0
1.4521	1
1.4537	0
1.4539	0
1.4540	0
1.4541	1
1.4569	0
1.4574	1
1.4594	0
1.4596	1
1.4607	0
1.4612	0
1.4628	1
1.4639	1
1.4649	0
1.4656	1
1.4658	1
1.4662	1
1.4674	1
1.4675	0
1.4679	1
1.4679	1
1.4680	1
1.4681	0
1.4691	0
1.4694	1
1.4694	1
1.4700	1
1.4701	1
1.4703	1
1.4706	1
1.4709	1
1.4713	0
1.4719	0
1.4722	0
1.4724	0
1.4731	0
1.4733	0
1.4752	1
1.4756	1
1.4760	1
1.4760	0
1.4771	0
1.4776	0
1.4776	0
1.4779	0
1.4789	0
1.4790	0
1.4794	1
1.4811	0
1.4812	0
1.4821	1
1.4821	1
1.4823	0
1.4823	1
1.4823	0
1.4835	0
1.4841	1
1.4846	1
1.4848	1
1.4853	1
1.4857	1
1.4859	1
1.4865	0
1.4866	0
1.4876	1
1.4876	0
1.4876	0
1.4879	0
1.4881	1
1.4882	0
1.4889	1
1.4894	1
1.4897	1
1.4901	1
1.4904	1
1.4906	0
1.4914	0
1.4915	0
1.4918	1
1.4921	0
1.4923	0
1.4923	1
1.4925	0
1.4925	0
1.4930	1
1.4930	1
1.4943	1
1.4952	0
1.4962	0
1.4972	0
1.4975	1
1.4976	0
1.4993	0
1.4993	0
1.5001	1
1.5007	0
1.5010	1
1.5021	1
1.5023	1
1.5034	1
1.5034	1
1.5039	1
1.5041	0
1.5048	1
1.5052	1
1.5077	0
1.5084	0
1.5103	1
1.5111	0
1.5118	0
1.5126	1
1.5130	0
1.5131	1
1.5132	1
1.5134	0
1.5139	0
1.5142	1
1.5149	1
1.5150	1
1.5162	0
1.5166	0
1.5181	1
1.5181	1
1.5191	0
1.5196	0
1.5200	0
1.5201	1
1.5208	1
1.5208	1
1.5210	1
1.5210	0
1.5212	1
1.5212	1
1.5215	1
1.5215	1
1.5218	0
1.5229	0
1.5230	1
1.5232	1
1.5236	1
1.5242	0
1.5245	0
1.5251	0
1.5257	1
1.5271	0
1.5272	0
1.5279	1
1.5288	0
1.5311	0
1.5327	1
1.5333	0
1.5335	0
1.5337	1
1.5345	0
1.5347	0
1.5353	1
1.5357	0
1.5358	0
1.5369	1
1.5369	1
1.5370	0
1.5372	1
1.5374	0
1.5376	0
1.5377	1
1.5385	1
1.5389	0
1.5397	1
1.5397	1
1.5403	0
1.5407	1
1.5428	0
1.5435	0
1.5435	0
1.5435	0
1.5437	1
1.5438	0
1.5439	0
1.5448	0
1.5448	0
1.5450	0
1.5455	0
1.5456	1
1.5457	0
1.5480	0
1.5485	1
1.5488	1
1.5489	0
1.5499	1
1.5500	1
1.5500	0
1.5506	1
1.5517	0
1.5518	1
1.5521	0
1.5536	1
1.5538	1
1.5542	0
1.5552	1
1.5555	1
1.5557	1
1.5560	0
1.5570	1
1.5570	1
1.5578	1
1.5580	0
1.5581	0
1.5589	1
1.5593	1
1.5604	1
1.5615	0
1.5626	0
1.5640	1
1.5640	1
1.5649	0
1.5652	0
1.5652	0
1.5653	0
1.5662	0
1.5662	0
1.5670	1
1.5671	1
1.5682	0
1.5710	0
1.5717	1
1.5719	0
1.5722	0
1.5741	1
1.5746	1
1.5751	0
1.5781	1
1.5790	0
1.5793	0
1.5795	1
1.5801	0
1.5809	0
1.5812	1
1.5812	0
1.5814	1
1.5815	1
1.5815	1
1.5818	0
1.5847	1
1.5850	1
1.5854	1
1.5862	0
1.5862	0
1.5863	1
1.5870	1
1.5871	1
1.5875	1
1.5875	1
1.5875	1
1.5880	1
1.5880	1
1.5880	0
1.5889	1
1.5889	0
1.5899	0
1.5906	1
1.5912	1
1.5915	0
1.5918	1
1.5932	0
1.5940	0
1.5943	1
1.5944	0
1.5961	1
1.5964	1
1.5971	1
1.5977	1
1.5985	1
1.6031	0
1.6033	0
1.6035	1
1.6050	0
1.6060	0
1.6072	1
1.6072	1
1.6073	1
1.6074	1
1.6082	0
1.6085	1
1.6085	1
1.6085	1
1.6085	0
1.6100	1
1.6107	0
1.6138	1
1.6138	1
1.6153	1
1.6160	1
1.6165	0
1.6170	0
1.6173	0
1.6203	1
1.6203	0
1.6207	0
1.6212	0
1.6218	0
1.6218	1
1.6219	1
1.6219	1
1.6221	0
1.6226	0
1.6232	0
1.6238	0
1.6275	1
1.6275	1
1.6275	0
1.6277	1
1.6278	1
1.6282	0
1.6284	0
1.6286	0
1.6287	1
1.6288	0
1.6300	0
1.6304	0
1.6328	0
1.6343	1
1.6372	0
1.6393	0
1.6397	0
1.6398	0
1.6402	0
1.6416	0
1.6424	0
1.6426	1
1.6464	0
1.6469	0
1.6470	0
1.6477	0
1.6483	0
1.6489	0
1.6490	0
1.6492	1
1.6520	0
1.6531	0
1.6545	0
1.6548	0
1.6558	0
1.6558	0
1.6571	0
1.6578	0
1.6584	0
1.6648	1
1.6655	0
1.6660	0
1.6678	1
1.6701	0
1.6702	0
1.6732	0
1.6756	0
1.6810	0
1.6820	0
1.6827	0
1.6873	1
1.6897	0
1.6971	0
1.6987	0
1.7141	1
1.7151	0
1.7313	0
1.7475	1
1.7601	0
1.7763	0
1.7808	0
1.7873	0
1.7916	0
1.7953	0
1.8080	0
1.8228	0
